Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Hours,Minutes,Seconds,Overall Seconds,Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Likes Per 10000 Views,Total No of Comments,Comment Per 10K Views,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness of the Thumbnail (Rating of 1 to 10),Trustworthiness of the Video (Rating of 1 to 10),Does the Video Require Subject Matter Expertise from an Expert ?,Is the Content Creator SME of the topic ?,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
Total Gaming,https://www.youtube.com/watch?v=FiIULXu36OM,Freefire but everything is green,0:16:42,0,16,42,"1,002",Hindi,Entertainment,963901,110000,1141,5900,61,33700000,10/9/2022,10/9/2018,Entertainment,Not Available,6057852950,8,8,No,Not Required,Trustable,Sachin Gautam
Total Gaming,https://www.youtube.com/watch?v=fxi0DgraMC0,We Need to save Jurassic park,1:13:16,1,13,16,"4,396",Hindi,Entertainment,417504,48000,1150,2300,55,33700000,10/11/2022,10/9/2018,Entertainment,Not Available,6057852950,8,8,No,Not Required,Trustable,Sachin Gautam
Total Gaming,https://www.youtube.com/watch?v=pdCu-4jyVP8,Minecraft king Ajju bhai,0:20:43,0,20,43,"1,243",Hindi,Entertainment,543578,63000,1159,3100,57,33700000,10/13/2022,10/9/2018,Entertainment,Not Available,6057852950,8,8,No,Not Required,Trustable,Sachin Gautam
Total Gaming,https://www.youtube.com/watch?v=UgAz-DcXg54,My Grandfather Dream | Ranch Simulator Part 2,0:38:28,0,38,28,"2,308",Hindi,Entertainment,328345,34000,1035,1817,55,33800000,10/15/2022,10/9/2018,Entertainment,Gujarat,6059382769,9,9,No,Yes,Trustable,Manas Ramuka
Trakin Tech,https://www.youtube.com/watch?v=h6lYitL343o,Starting A Youtube Channel?? ?? ? ???????????? ????? ???? ??? ???? + My Gear,0:05:55,0,5,55,355,Hindi,Lifestyle,1582100,99000,626,2182,14,1250000,7/2/2019,11/2/2011,Review,Not Available,1918599026,9,10,No,Not Required,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=Yt26FqOy9UI,"Mi 11 Ultra Unboxing & First Impressions | The Real Ultra Flagship?! ?120Hz,120X Zoom,SD888 & More",0:11:58,0,11,58,718,Hindi,Educational,12389408,501000,404,14169,11,12500000,4/19/2021,11/2/2011,Educational,Maharashtra,1915918567,8,8,No,Not Required,Trustable,Utsav Tiwary
Trakin Tech,https://www.youtube.com/watch?v=8pnHUuOakf8,Samsung Galaxy F23 Review And First Impressions,0:08:40,0,8,40,520,Hindi,Review,2564503,81000,316,2100,8,12400000,3/9/2022,11/2/2011,Tech,Not Available,1914590921,7,7,Yes,Yes,Trustable,Srikrishna
Trakin Tech,https://www.youtube.com/watch?v=qcoFoLtTudY,Samsung Galaxy Book 2 Pro 360 Unboxing & First Impressions ? Best Thin & Light Laptop Of 2022?,0:10:50,0,10,50,650,Hindi,Vlog,425081,17000,400,759,18,1250000,4/20/2022,11/2/2011,Review,Not Available,1918599026,10,9,No,Not Required,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=PSCsvcJPrD4,Avoid These 10 Smartphone Mistakes In 2022 ??Ye Bilkul Mat Karna,0:08:53,0,8,53,533,Hindi,Review,1416237,78000,551,2018,14,1250000,4/21/2022,11/2/2011,Review,Not Available,1918599026,9,9,No,Not Required,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=CvWpw2M7zes,Samsung Galaxy Z Fold 4 Unboxing & First Impressions?The Perfect Fold?!,0:15:35,0,15,35,935,Hindi,Vlog,894286,41000,458,958,11,1250000,8/16/2022,11/2/2011,Review,Not Available,1918599026,10,8,No,Not Required,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=QxDVogKJcBs,"Top 5 Best Smartwatches Under ?5000 In 2022?Bluetooth Calling, GPS, AMOLED & More",0:05:44,0,5,44,344,Hindi,Educational,205902,14000,680,1562,76,12500000,10/15/2022,12/2/2011,Tech,Not Available,1917785669,8,8,Yes,Yes,Trustable,Jayita Mali
TrakinTech Marathi,https://www.youtube.com/watch?v=isAadU65lXs,?????? ????? ????? VLOG Feat. GoPro Hero 11 Black & iPhone 14 Pro,0:06:51,0,6,51,411,Marathi,Vlog,72493,5100,704,250,34,679000,9/28/2022,12/28/2018,Tech,Not Available,38407588,6,8,No,Not Required,Not Trustable,Sagar Mali
Travel Food And Me,https://www.youtube.com/watch?v=_y2ARdzyPXA,???????? ???????? pork fry/ Angamaly special pork fry/ orginal recipe,0:15:19,0,15,19,919,Malayalam,Cooking,1043435,22000,211,838,8,339000,10/9/2021,8/15/2020,Cooking,Kerala,2784291,10,10,No,Not Required,Trustable,Lydia
Triggered Insaan,https://www.youtube.com/watch?v=qCLjKjvRwW0,I'm in Golmaal 5,0:20:00,0,20,0,"1,200",Hindi,Entertainment,4640030,417000,899,16435,35,17000000,1/10/2022,7/17/2014,Lifestyle,Not Available,2752575555,7,7,No,Not Required,Trustable,Jayita Mali
Triggered Insaan,https://www.youtube.com/watch?v=itUI64k973U,Neha Kakkar's New Song is so Funny,0:14:30,0,14,30,870,Hindi,Entertainment,5715786,611000,1069,17240,30,17000000,9/10/2022,7/17/2014,Vlog,Delhi,2752575555,10,10,No,Not Required,Trustable,Himanshi
Triggered Insaan,https://www.youtube.com/watch?v=2DjejD70T-c,"I Gave Students ?200,000 on Omegle (#2)",0:17:51,0,17,51,"1,071",Hindi,Entertainment,1349862,217000,1608,10119,75,17000000,10/16/2022,7/17/2014,Entertainment,Delhi,2752575555,7,7,No,Not Required,Trustable,Utsav Tiwary
TRS Clips,https://www.youtube.com/watch?v=UmZf_EEzhC0,Periods & Professional Sports - Jemimah Rodrigues Explains What Women Experience,0:02:13,0,2,13,133,Hindi,Employment,116426,5600,481,125,11,754000,2/22/2022,12/7/2019,Lifestyle,Not Available,113881526,7,5,Yes,Yes,Trustable,Sagar Mali
TRS Clips,https://www.youtube.com/watch?v=FZlz_qVwMHk,"Before Marrying Someone, ASK THEM THESE QUESTIONS - Deepika Bhardwaj",0:10:24,0,10,24,624,English,Employment,458659,17000,371,1153,25,750000,5/3/2022,12/7/2019,Lifestyle,Not Available,112996920,6,4,Yes,Yes,Trustable,Sagar Mali
T-series,https://www.youtube.com/watch?v=jF5rJAXUY4A,Adipurush (Official Teaser) Hindi | Prabhas | Saif Ali Khan | Kriti Sanon | Om Raut | Bhushan Kumar,0:01:46,0,1,46,106,Hindi,Entertainment,95642989,1600000,167,105109,11,226000000,2/10/2022,3/13/2006,Entertainment ,Uttar Pradesh,2.05E+11,4,4,No,Yes,Trustable,Pardeep
T-series,https://www.youtube.com/watch?v=E2-Do3Yyyq8,"Audio: Raahi Chalne Laga (Woh 3 Din) Mohit Chauhan | Sanjay Mishra | Prarthana Gahilote, Raaj Aashoo",0:03:49,0,3,49,229,Hindi,Music,32089,908,283,85,26,228000000,10/16/2022,3/13/2006,Music,Not Available,2.06E+11,10,10,Yes,Yes,Trustable,Ayush Chakraborthy
T-series,https://www.youtube.com/watch?v=JFcgOboQZ08," DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka ",0:03:18,0,3,18,198,Hindi,Music,1206881662,5000000,41,184062,2,227000000,7/9/2018,3/13/2006,Entertainment,Not Available,2.04E+11,8,5,No,Yes,Trustable,Srikrishna
T-series,https://www.youtube.com/watch?v=B6T8O15Ohk,"Manike:Thank God | Nora Fatehi, Sidharth M | Tanishk,Yohani,Jubin,Surya R | Rashmi Virag | Bhushan K
",0:03:00,0,3,0,180,Hindi,Music,89899551,1800000,200,58943,7,22700000,9/17/2022,3/13/2006,Music,Not Available,2.05E+11,10,10,No,Not Required,Trustable,Vaishnavi
T-series,https://www.youtube.com/watch?v=jF5rJAXUY4A&t=40s,Adipurush (Official Teaser) Hindi | Prabhas | Saif Ali Khan | Kriti Sanon | Om Raut | Bhushan Kumar,0:01:46,0,1,46,106,Hindi,Entertainment,94590438,160000,17,104000,11,227000000,10/2/2022,3/13/2006,Entertainment,Not Available,2.04E+11,8,5,No,Yes,Not Trustable,Srikrishna
T-series,https://www.youtube.com/watch?v=oVcfG_VEmPw,Sunidhi Chauhan: Chaap Tilak (Audio),0:04:34,0,4,34,274,Hindi,Music,19644,349,178,29,15,227000000,10/15/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,No,Not Required,Trustable,Sachin Gautam
T-series,https://www.youtube.com/watch?v=2FihYZxJISs,Pyaar Karenge(Audio): Token,0:04:20,0,4,20,260,Hindi,Music,36172,682,189,121,33,227000000,10/15/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,No,Not Required,Trustable,Sachin Gautam
T-series,https://www.youtube.com/watch?v=Ard-_9pCyzA,Bande,0:03:15,0,3,15,195,Hindi,Music,233518,10000,428,310,13,227000000,10/15/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,No,Not Required,Trustable,Sachin Gautam
T-series,https://www.youtube.com/watch?v=4IvHLbCpiCU,Tara vs Bilal:Dialogue Promo 01,0:00:30,0,0,30,30,Hindi,Entertainment,98867,3500,354,299,30,227000000,10/16/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,No,Not Required,Trustable,Sachin Gautam
T-series,https://www.youtube.com/watch?v=4jHqHkaE8PU,Dil de diya hai(teaser) Thank God,0:00:29,0,0,29,29,Hindi,Music,455280,24000,527,586,13,227000000,10/16/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,No,Not Required,Trustable,Sachin Gautam
T-series,https://www.youtube.com/watch?v=Igu8urJYvOY,DARKHAAST (LoFi Mix) - SHIVAAY | DJ YOGII | Arijit Singh & Sunidhi Chauhan | Ajay Devgn | T-Series,0:05:34,0,5,34,334,Hindi,Entertainment,48493,1000,206,78,16,227000000,6/16/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,Yes,Yes,Trustable,Ameya Nerkar
T-series,https://www.youtube.com/watch?v=m_46_VnMZ4Y,"Jubin Nautiyal: Meri Mai (Audio) | Payal Dev, Manoj Muntashir, Lovesh Nagar | Hindi Song | Bhushan K",0:04:47,0,4,47,287,Hindi,Entertainment,30613,1200,392,86,28,227000000,9/20/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,Yes,Yes,Trustable,Ameya Nerkar
T-series,https://www.youtube.com/watch?v=FnUwmOdDhtg,"Ki Kariye (Video): Harrdy Sandhu | Parineeti Chopra | Sakshi H, Jaidev K, Kumaar | Code Name Tiranga",0:02:06,0,2,6,126,Hindi,Entertainment,6687688,119000,178,4534,7,227000000,10/6/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,Yes,Yes,Trustable,Ameya Nerkar
T-series,https://www.youtube.com/watch?v=rwfbmNbVTaw,"Vande Mataram: Code Name Tiranga | Parineeti C, Harrdy S | Shankar Mahadevan, Vipin Patwa, Kumaar",0:02:14,0,2,14,134,Hindi,Entertainment,330840,14000,423,689,21,227000000,10/14/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,Yes,Yes,Trustable,Ameya Nerkar
T-series,https://www.youtube.com/watch?v=cxA2y9Tgl7o,Drishyam 2: OFFICIAL TRAILER | Ajay Devgn Akshaye Khanna Tabu Shriya Saran Abhishek Pathak Bhushan K,0:02:24,0,2,24,144,Hindi,Entertainment,4464415,226000,506,5494,12,227000000,10/17/2022,3/13/2006,Music,Maharashtra,2.05E+11,10,10,Yes,Yes,Trustable,Ameya Nerkar
T-Series Kids Hut,https://www.youtube.com/watch?v=N8HEbKzlgYU,11 Bedtime Stories For Kids | Fairy Tales For Children In English | Story Collection,1:51:14,1,51,14,"6,674",English,Entertainment,3468834,83000,239,0,0,2680000,7/1/2016,1/24/2014,Entertainment,Not Available,927408244,10,10,No,Not Required,Trustable,Lydia
T-Series Kids Hut,https://www.youtube.com/watch?v=58-e-BzbJ5g,Tia & Tofu's Favourite Rhymes Collection ,0:04:42,0,4,42,282,Hindi,Entertainment,5023,53,106,0,0,2680000,10/15/2022,1/24/2014,Entertainment,Not Available,927667293,10,10,No,Not Required,Trustable,Vaishnavi
T-Series Kids Hut,https://www.youtube.com/watch?v=Vl9eMsNgo50,Tia & Tofu's Favourite Rhymes Collection ,0:04:42,0,4,42,282,Hindi,Entertainment,5023,53,106,0,0,2680000,10/15/2022,1/24/2014,Entertainment,Not Available,927667293,10,10,No,Not Required,Trustable,Vaishnavi
T-Series Telugu,https://www.youtube.com/watch?v=qnCU6jkENoo,Adipurush (Official Teaser) Telugu | Prabhas | Kriti Sanon | Saif Ali Khan | Om Raut | Bhushan Kumar,0:01:46,0,1,46,106,Telugu,Entertainment,10209275,347000,340,16000,16,7280000,10/2/2022,6/9/2014,Entertainment,Not Available,4926770735,7,5,No,Not Required,Not Trustable,Srikrishna
Tutor Joe's Stanley ,https://www.youtube.com/watch?v=Yp_tqu22zIU,Learn Python In Tamil | Complete Python Tutorial In One Video Tamil,9:55:33,9,55,33,"35,733",Tamil,Educational,1169401,28000,239,1119,10,375000,6/6/2021,11/6/2013,Tech,Tamil Nadu,25992467,7,7,Yes,Yes,Trustable,Imran Khan
Two Side Gamers ,https://www.youtube.com/watch?v=0_w355aO_S8,Free Fire - New Character ??In 1100 Diamonds | Noob To Pro In 8 Minutes ??- Garena Free Fire,0:20:51,0,20,51,"1,251",Hindi,Entertainment,210391,27000,1283,974,46,11200000,10/16/2022,9/19/2018,Entertainment,Maharashtra,1975486312,7,9,No,Yes,Trustable,Manas Ramuka
Ujjwal,https://www.youtube.com/watch?v=tALkTYtiEmc,I TRIED 3 HARDEST GAMES,0:17:44,0,17,44,"1,064",Hindi,Entertainment,6820374,304000,446,8400,12,8640000,6/26/2022,1/20/2018,Entertainment,Delhi,891498055,8,10,Yes,Yes,Trustable,roshan kumar sinha
UK 07 Rider,https://www.youtube.com/watch?v=NyaeZrCQlXA,Went To INDIA-PAKISTAN LOC On KTM Bikes ?? KARGIL,0:08:54,0,8,54,534,Hindi,Vlog,8966865,107000,119,3440,4,3350000,9/13/2018,7/7/2015,Vlog,Maharashtra,369156883,10,10,No,Not Required,Trustable,Himanshi
Un Signed,https://www.youtube.com/watch?v=IMK0Liq9swE,Moon Landing,0:09:06,0,9,6,546,Tamil,Educational,685048,16000,234,348,5,450000,11/24/2021,2/21/2020,Educational,Tamil Nadu,67964679,8,8,No,Not Required,Not Trustable,Mohamad Moosa
Unacademy,https://www.youtube.com/watch?v=uDPY7XRWZKs,"Motion in a Straight Line | Acceleration, Equations of Motion",1:08:55,1,8,55,"4,135",Hindi,Educational,6555,481,734,22,34,1700000,10/15/2022,2/24/2015,Educational,Not Available,281913914,9,9,Yes,Yes,Trustable,Jayita Mali
